0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181
,,,,영어영문,영어영문,생물학,법학,생활학,경제학,,경제학,식품영양학,행정학,영어영문,경제학,사학,경영학,경영학,노어노문,국제학대학원,,,중어중문,정치외교학,사학,경영학,영어영문,,중어중문/정치외교학,문화디자인경영학,,,국제학,경제학,의류환경학,불어불문,,경제학,독어독문/영어영문,,,응용통계학,신문방송학,전기전자공학,,경영학,의공학,응용통계학,문헌정보학,UIC ASD,,경영학,,응용통계학,생명공학,행정,인문,정치외교학,,문헌정보학,행정학,자연과학,,,,철학,,신문방송학/철학,행정학,경제학,경제학,행정학,경영학,"경영학,사회학",경제학,법학,사회학,영문,,,사회학,,노어노문,생활디자인학,경영학,경영학,,신학,,경영학,영어영문,생활디자인학,,,,,실내건축학,,영어영문,,국제학대학원,경제학,경제학,식품영양학,,철학,,,경제학,,경영학,,경제학,교육학,영어영문/정치외교학,문헌정보학,작업치료학,,,,식품영양학,정치외교학,사학,,산업공학,,영어영문,,,,,,응용통계학,,심리학,사학,도시공학,,국어국문,,경영학,노어노문,정치외교학,,,의용전자공학,,경제학,경제학,경영학,국제관계학,기계공학,경영학,경제학,문화인류학,정치외교학,경제학,경영학,교육학,생화학,상경계열,의예,심리학,심리학,식품영양학,생물학,의예,,,영어영문,사회학,,문헌정보학,철학,경영학,신문방송학,,,,,
,,,,영어영문,유럽어문,생물학,상경계열,생활디자인,경제학,,UD Economics,응용통계학,,영어영문,경제학,사학,경영학,경영학,노어노문/경영학,국제학대학원국제경영학,,,중어중문,정치외교학,사회복지학,경영학,의공학,,패키징학,법학,,,국제학,경제학,행정학,불어불문,,경제학,독어독문,,,철학,신문방송학,전기전자공학,,경영학,의류환경학,응용통계학,사회계열,UIC ASD,,경영학,,의류환경학,생활디자인,화학공학,정치외교학,주거환경학,,문화인류학,화학,전기전자,,,,,,UD CLC,행정학/경제학,경제학,상경계열,,경영학,노어노문,경제학,법학,상경계열,영어영문,,,생활디자인,,노어노문,수학,경영학,경영학,,신학,,경제,영어영문,시스템생물학,,,,,UIC ASD,,영어영문,,국제학,국어국문,교육학,신문방송학,,,,,경제학,,경영학,,국제학,교육학,영어영문/정치외교학,산업공학,정보산업공학,,,,신문방송학,정치외교학,"사회학,도시공학",,산업공학,,응용통계학,,,,,,응용통계학,,언더우드경제,사학,도시공학,,국어국문,,경영학,,철학,,,인문,,경제학,경제학,경영학,국제관계학,노어노문,경영학,경제학,법학,컴퓨터과학,경제학,경제학,국어국문,생활디자인,생활디자인,인문,영어영문,심리학,식품영양학/경영학,생화학,의예,,,영어영문,사회학,,문헌정보학,체육교육,경영학,신문방송학,,,,,
,,,,영어영문,응용통계학,스포츠레저학,생활디자인,생활디자인,사회복지학,,법학,정치외교학,,영어영문,경제학,사회학,경영학,경영학,대기학,상경계열,,,중어중문,정치외교학,사회복지학/경제학,경영학,정치외교학,,행정학,불어불문,,,문화디자인경영학,경제학,,불어불문,,경제학,문화인류학,,,,실내건축학,정보산업공학,,경영학,의류환경학,응용통계학,상경계열,국제학,,경영학,,의류환경학,시각디자인학,화학,정치외교학,산업공학,,UD CLC,화학,전기전자공학,,,,,,의공학,화공생명공학,경제학,상경계열,,경영학,심리학,경제학,법학,상경계열,영어영문,,,식품영양학,,노어노문,스포츠레저학/응용통계학,경영학,경영학,,UIC ,,경제학,영어영문,식품영양학,,,,,언더우드국제학,,영어영문,,국제학경제학,대기학,교육학/영어영문,신소재공학,,,,,경제학,,경영학,,국제학,교육학/경제학,영어영문,상경계열경영학,철학,,,,신문방송학,중어중문&amp;경영학,사회학,,행정,,의예,,,,,,의류환경학,,UIC 생명공학,사회계열,독어독문,,국어국문,,경영학,보건행정학,행정학,,,전기전자공학,,경제학,경제학,경영학,기계공학,UIC ASD,경영학,교육/경제,법학,행정학,경제학,경제학,금속시스템공학,신문방송학,신문방송학,정보산업공학,영어영문,UIC ASD,신문방송학/경영학,"수학,경제",의학,,,영어영문,사회학,,사회학,체육교육학,경영학,신문방송학,,,,,
,,,,응용통계학,인문,시스템생물학,UIC ,신문방송학,심리학,,사회복지학,정치외교학,,"응용통계,심리",경제학,사회학,경영학,경제학,독어독문/정치외교학,상경계열,,,중어중문,중어중문,사회학,경영학,천문우주학,,,불어불문,,,불어불문,UIC ASD,,불어불문,,경제학,사학,,,,심리학,지구시스템학,,경제학,전기전자공학,응용통계학,상경계열,기계공학,,경영학,,의류환경학,신문방송학대학원,,행정학,산업공학,,UD CLC,,정치외교학,,,,,,인문,,경제학,생활디자인,,경영학,의류환경학,교육학,법학,식품영양/정치외교학,영어영문,,,식품영양학,,노어노문,신문방송학,경영학,경영학,,영어영문,,경제학,영어영문,신문방송학,,,,,영어영문,,영어영문,,국제학국제학,도시공학/응용통계학,국어국문/정치외교학,신학,,,,,경제학,,경영학,,,국어국문,영어영문,생명공학,,,,,심리학,,상경계열,,화공생명공학,,인문,,,,,,의류환경학,,UD Economics,사회학,국어국문,,국제관계학/정치외교학,,경영학,사회복지학,행정학,,,정치외교학,,경제학,경제학,경영학,기계공학,중어중문,경영학,교육/경제학,보건행정학,화공생명공학,경제학,경제학,기계공학,아동가족학,신문방송학,정치외교학,영어영문,언더우드경제학,실내건축,수학,정치외교학,,,영어영문,상경계열,,사회환경시스템공학,"체육교육학,신문방송학",경영학,심리학/경영학,,,,,
,,,,의공학,인문,신문방송학,언론홍보영상학,신문방송학,언론홍보영상학,,사회학/경제학,정치외교학,,의예,경제학,사회학,경영학,경제학,법학,상경계열,,,중어중문,철학,사회학,경영학,토목*환경공학,,,불어불문,,,불어불문,불어불문,,불어불문,,경제학,사회복지학,,,,심리학,천문우주학,,경제학,정치외교학/경제,응용통계학,상경계열,"문헌정보학,중어중문",,경영학,,의류환경학,신문방송학,,,산업공학,,사학,,컴퓨터과학,,,,,,작업치료학,,국어국문,생활디자인,,경영학,정치외교학,교육학,법학,신문방송학,영어영문,,,신문방송학,,노어노문,신문방송학,경영학,경제학,,영어영문,,경제학,영어영문,신문방송학,,,,,영어영문,,영어영문,,불어불문/사회학,독어독문/정치외교학,국어국문,심리학,,,,,경제학,,경영학,,생활디자인,국제학,영어영문,생명공학,,,,,심리학,,상경계열,,화학공학,,정치외교학,,,,,,정보산업공학,,언론홍보영상학,사회학,문헌정보학,,기계/경영학,,경영학,사회복지학,행정학,,,정치외교학,,경제학,경제학,경영학/정치외교학,기계공학,문화인류학,경영학,교육학,사회계열,,경제학,경제학,도시공학,UD Economics,신학,정치외교학,유럽어문,언더우드경제학,심리학,신문방송학,정치외교학,,,정보산업공학,생활디자인학,,상경대학응용통계학,토목환경공학,경영학,심리학,,,,,
,,,,의류환경,인문,신문방송학,영어영문,신문방송학,언론홍보영상학,,상경계열경영학,정치외교학,,자연과학,경제학,상경계열,경제학,경제학,사학,상경계열,,,중어중문,토목환경공학,사회학,경영학,행정학,,,불어불문,,,불어불문,불어불문,,불어불문,,문리대학생명학,상경계열,,,,아동가족학,컴퓨터과학,,경제학,중어중문/영어영문,응용통계학,영어영문,문화인류,,경영학,,의류환경학,심리학,,,,,사회학,,화공생명공학,,,,,,정치외교학,,"문화디자인경영학(UIC ),경영학",생활디자인,,경영학,주거환경학,국어국문,법학,신문방송학,정보산업공학,,,신문방송학,,노어노문,신문방송학,경영학,경제학,,의류환경학,,경제학,영어영문,실내건축학,,,,,영어영문,,영어영문,,사학/신문방송학,법학,국어국문,심리학,,,,,경제학,,경영학,,UD Economics/심리학,기계공학,정치외교학,생화학,,,,,아동가족학,,식품영양학,,화학공학,,중어중문,,,,,,정치외교학,,영어영문,사회학,물리학,,기계공학,,경영학,사회복지학,행정학,,,체육교육,,경제학,경제학,경제학,기계공학,사학,경영학,교육학,사회복지학,,교육학,경제학,도시공학,UIC ,심리학,,응용통계학,UIC ,영어영문,심리학,정치외교학,,,정치외교학,수학,,생화학,화공생명공학,경영학,심리학,,,,,
,,,,의류환경학,인문,신문방송학,영어영문,영어영문,영어영문,,생활학대학식품영양학,정치외교학,,정치외교학,교육학,상경계열,경제학,문헌정보학,사회복지학,상경계열,,,중어중문,행정학,사회학,경영학,화학,,,불어불문,,,불어불문,상경계열,,불어불문,,상경계열,생활디자인학,,,,UD Economics,토목환경공학,,경제학,토목환경공학,응용통계학,정치외교학,"불어불문,경영학",,경제학,,의류환경학,심리학,,,,,사회학,,화공생명공학,,,,,,주거환경,,사회학/경영학,신문방송학,,경영학,,국제관계학,사학,신문방송학,정치외교학,,,신문방송학,,노어노문,신소재공학,경영학,경제학,,의류환경학,,경제학,영어영문,심리학,,,,,의예,,영어영문,,사학,법학,기계공학,심리학,,,,,경제학,,경영학,,UD Economics,대기학,행정학,신소재공학,,,,,영문,,신문방송학,,,,중어중문/경영학,,,,,,화학,,영어영문,산업공학,물리학,,노어노문,,경영학,사회학,,,,산업공학,,경제학,경제학/심리학,경제학,노어노문,사회학,경영학,교육학/경제학,사회복지학,,물리학,국어국문,문대심리학,영어영문,심리학,,의예,UIC IS,영어영문,심리학,정치외교학,,,정치외교학,스포츠레져학,,신문방송학,화공생명공학,경영학,심리학,,,,,
,,,,의류환경학,자연과학,신문방송학,영어영문,응용통계학,응용통계학,,식품영양/경영학,지구시스템학,,정치외교학,교육학,상경계열,경제학,사회학,사회학/컴퓨터과학,상경계열,,,중어중문,행정학,사회학,경영학,,,,상경대학경제학,,,불어불문,생활디자인학,,불어불문,,상경계열,심리학,,,,영어영문,행정학,,교육학,행정학,의류환경학,중어중문,UD CLC,,경제학,,정치외교학,역사문화학,,,,,상경계열,,,,,,,,철학,,사회학,신문방송학,,경영학,,국제관계학,사회학대,신문방송학,정치외교학,,,신문방송학,,노어노문,신학,경영학,경제학,,전기전자공학,,경제학,영어영문,심리학,,,,,정치외교학,,의공학,,사학,법학,기계공학,심리학,,,,,국어국문,,경영학,,언론홍보영상학/경영학,"독문,경제학",,신소재공학,,,,,영어영문,,심리학,,,,철학,,,,,,,,영어영문,"수학,응용통계학",사학,,도시공학,,경영학,상경계열,,,,화학공학,,경제학,공대학건축공학,경제학,노어노문,상경계열,경영학,국어국문/언론홍보영상학,사회복지학,,사회복지학,기계공학,심리학,의류환경학,심리학,,인문,UIC IS,의류환경학,심리학,정치외교학,,,정치외교학,신문방송학,,신문방송학,화학공학,경영학,아동가족학,,,,,
,,,,인문,전기전자공학,신문방송학,영어영문,응용통계학,정치외교학,,UIC ,,,정치외교학,교육학,생명공학,경제학,상경계열,사회학,상경계열,,,중어중문,행정학,"식품영양학,심리학",경영학,,,,생활디자인,,,불어불문,식품/경영학/의류,,불어불문,,생활디자인,영어영문,,,,영어영문,화공생명공학,,교육학,화공생명공학,전기전자공학,행정학,UD CLC,,경제학,,행정학,원주캠퍼스정경대학국제관계학,,,,,식품영양학,,,,,,,,,,사회학/경영학,신문방송학,,경영학,,노어노문,사회학,심리학,철학,,,신학,,노어노문,언론홍보영상학,경영학,경제학,,전기전자공학,,UIC ASD,영어영문,언론홍보영상학,,,,,정치외교학,,정치외교학,,사학,법학,불어불문,영어영문,,,,,국제관계,,경영학,,영어영문,문헌정보학,,UIC ,,,,,영어영문,,아동가족학,,,,철학,,,,,,,,영어영문,신문방송학,사회체육학,,문헌정보/경영학,,경영학,상경계열,,,,화학,,경제학,공대학컴퓨터과학,경제학,대기학,생명공학,경영학,국제관계,"사회학,심리학",,사회복지학,바이오융합,물리학,인문,심리학,,정치외교학교,UIC ,정치외교학,심리학,정치외교학,,,,신문방송학,,신소재공학,,경영학,언론홍보영상학,,,,,
,,,,전기전자공학,전기전자공학,UIC ASD,영어영문,의공학,정치외교학,,UD Economics,,,정치외교학,국어국문,생물학,경제학,상경계열,사회학,상경계열,,,중어중문,행정학,신문방송학,경영학,,,,식품영양학,,,불어불문,식품영양,,사학,,심리학,영어영문,,,,영어영문,화학,,국어국문,,전기전자공학,행정학/경영학,상경계열,,경제학,,,의류환경학,,,,,신학,,,,,,,,,,생활디자인/경영학,신문방송학,,경영학,,도시공학,상경계열,심리학,토목환경공학,,,실내건축학,,노어노문,언론홍보영상학,경영학,독어독문,,정치외교학,,법대학,영어영문,영어영문,,,,,정치외교학,,정치외교학,,사학,법학,사학,영어영문,,,,,국제대학원,,경영학,,영어영문,문화디자인경영학,,UIC ,,,,,영어영문,,영문/경영학,,,,커뮤니케이션대학원,,,,,,,,영어영문,신문방송학,상경계열,,문헌정보학,,경영학,상경계열,,,,,,교육학,기계공학,경제학,도시공학,생명학,경영학,국제관계확,심리학,,사회학,불어불문,물리학,전기전자공학,아동가족학,,,UIC 생명학,정치외교학,심리학,정치외교학,,,,신문방송학,,신소재공학,,경영학,언론홍보영상학(신문방송학),,,,,
,,,,전기전자공학,정치외교학,언론홍보영상학,의류환경학,의류환경학,정치외교학,,중어중문,,,중어중문,국어국문,생화학,경제학,상경계열,상경계열,,,,행정학,,신문방송학,경영학,,,,신문방송학,,,불어불문,심리학,,사학,,의류환경학,영어영문,,,,의공학,화학,,국제관계학,,전기전자공학,,생화학,,경제학,,,인문,,,,,심리학,,,,,,,,,,신문방송학,실내건축학,,경영학,,도시공학,신문방송학,심리학,화학공학,,,심리학,,노어노문,영어영문,경영학,문헌정보학,,정치외교학,,법학,응용통계학,영어영문,,,,,테크노아트학문화디자인경영학,,정치외교학,,사학,법학,사학/정치외교학,응용통계학,,,,,국제학대학원,,경영학,,영어영문,사학,,UIC ,,,,,영어영문,,영어영문,,,,,,,,,,,,응용통계학,신소재공학,수학,,문화인류학,,경영학,생물학,,,,,,교육학,도시공학,경제학,UIC ASD,생명시스템생명공학,경영학,UIC PSIR,심리학,,상경계열,불어불문,불어불문,정치외교학,UD Economics,,,UIC 정치외교학,정치외교학,영어영문,행정학,,,,신학,,신학/영어영문,,경영학,영어영문,,,,,
,,,,전기전자공학,정치외교학,언론홍보영상학,의류환경학,의류환경학,중어중문,,,,,행정학,물리치료학,생활디자인학,경제학,상경계열,상경계열,,,,행정학,,신문방송학,경영학,,,,신문방송학,,,불어불문,의류환경학,,사회계열,,정보산업공학,유럽어문,,,,의류환경학,환경공학,,국제관계학,,전기전자,,세라믹공학,,UIC ASD,,,임상병리학,,,,,UIC ASD,,,,,,,,,,UIC ,영어영문,,경영학,,문헌정보학,신문방송학,UIC ,,,,심리학,,노어노문,영어영문,경영학,상경계열,,정치외교학,,상경계열,의류환경,영어영문,,,,,행정학,,중어중문,,사회복지학,법학,사회학대학행정학,의류환경학,,,,,기계공학,,경영학,,영어영문,사회복지학/경제학,,영어영문,,,,,영어영문,,영어영문/경제학,,,,,,,,,,,,의예,아동가족학,식품영양학,,"법학,경제학",,경영학,시스템생물학,,,,,,"교육학(본교),GenderStUD ies(파견교)",법학(경영학이중),경제학,UIC ASD,신문방송학,경영학,국제학,언더우드국제대학,,상경계열,사회복지학,불어불문,"정치외교학,경제학",언론홍보영상학,,,UD Economics,주거환경&amp;아동가족,영어영문,,,,,실내건축학,,심리학,,경영학,영어영문,,,,,
,,,,컴퓨터과학,치의예,영어영문/문헌정보,전기전자공학,의류환경학,행정학,,,,,,법학,식품영양학,경제학,상경계열,생활디자인,,,,,,신문방송학,경영학,,,,언론홍보영상학,,,"불어불문,경영학",철학,,사회복지학,,정치외교학,인문,,,,전기전자공학,,,UD PSIR,,정보산업공학,,UIC ASD,,상경계열,,,정치외교학,,,,,UIC ASD,,,,,,,,,,UIC ,영어영문,,경영학,,법학,심리학,UIC PSIR,,,,심리학,,노어노문,영어영문,경영학,수학/경제학,,중어중문,,상경계열,의류환경학,영어영문,,,,,,,중어중문,,사회학,불어불문/경영학,사회복지학,의류환경학,,,,,기계공학,,경영학,,영어영문,산업공학,,의류환경학,,,,,영어영문,,응용통계학,,,,,,,,,,,,의예,아동가족학,신문방송학,,법학,,경영학,신학,,,,,,국어국문,불어불문,경제학/언론홍보영상학,문화디자인경영학,심리학,경영학,기계공학,영어영문,,생명공학,사회복지학,사학,정치외교학,언론홍보영상학,,,UD Economics,행정학,영어영문,,,,,심리학,,심리학,,경영학,영어영문,,,,,
,,,,화공학,치의예,영어영문,정치외교학,의용전자공학,행정학,,,,,,법학,식품영양학,경제학,상경계열,스포츠레저학,,,,,,심리학,경영학,,,,언론홍보영상학,,,사학,,,생활디자인학,,주거환경,정치외교학,,,,정치외교학,,,기계공학,,정보산업공학,,언더우드경제,,상경계열,,,정치외교학,,,,,UIC ,,,,,,,,,,언론홍보영상학,윤석기,,경영학,,법학,심리학,UD PSIR,,,,심리학,,노어노문,응용통계학,경영학,신문방송/경영학,,,,상경대학,전기전자공학,의류환경,,,,,,,행정학/문화비평학,,사회학,사회학&amp;신학,사회복지학,의예,,,,,기계전자공학,,경영학,,의예,산업공학,,의예,,,,,영어영문,,응용통계학,,,,,,,,,,,,전기전자공학,UIC IS,신문방송학,,사학/경제학,,경영학/법학,심리학,,,,,,UIC ,사회학,교육학,문화인류학/철학,심리학,경제/언론홍보영상,기계공학,영어영문,,스포츠레저학,사회복지학,사회복지학,정치외교학,영어영문,,,UD IS,행정학,영어영문,,,,,심리학,,언론홍보영상학,,경영학,정치외교학,,,,,
,,,,,컴퓨터과학,영어영문,정치외교학,전기전자공학,행정학,,,,,,불어불문,식품영양학,교육학,상경계열,시스템생물학,,,,,,심리학,경제학,,,,응용통계학,,,사학,,,신대학신학,,화학공학,정치외교학,,,,정치외교학,,,기계공학,,정치외교학,,UIC ,,상경계열,,,화학및의화학,,,,,UIC ,,,,,,,,,,언론홍보영상학,응용통계학,,경영학,,불어불문,심리학,언론홍보영상학/경영학,,,,심리학,,UIC ASD,의공학,경영학,아동가족학,,,,상경대학상경계열,정치외교학,전기전자공학,,,,,,,행정학,,생활디자인학,사회학,사회학,의예,,,,,도시공학,,경영학,,정치외교학,상경계열,,의예,,,,,영어영문,,응용통계학,,,,,,,,,,,,정치외교학,영어영문,심리학,,사학,,경영학/정치외교학,심리학,,,,,,국제학,사회학/서양사학,교육학,문화인류학,심리학,경제학,노어노문,영어영문,,식품영양학,사회복지학,사회체육학,정치외교학,영어영문,,,언더우드학생명학공학,행정학,영어영문,,,,,아동가족학,,영어영문,,경영학,행정/경제학,,,,,
,,,,,컴퓨터과학,영어영문,정치외교학,전기전자공학,,,,,,,불어불문,신소재공학,교육학,상경계열,신학/정치외교학,,,,,,심리학,경제학,,,,의류환경학,,,생활디자인,,,신문방송학,,,,,,,정치외교학,,,노어노문,,정치외교학,,UD Economics,,상경계열,,,화학,,,,,UIC ,,,,,,,,,,언론홍보영상학`,의류환경,,경영학,,사회복지/경영학,영어영문,언론홍보영상학/경영학,,,,아동가족,,UIC ASD,의공학,경영학,UIC ,,,,의류환경학/경영학,정치외교학,전기전자공학,,,,,,,행정학,,수학,사회학,사회학,의예,,,,,문헌정보/경제,,경영학,,정치외교학,상경계열,,의예,,,,,영어영문,,응용통계학,,,,,,,,,,,,정치외교학,영어영문,심리학,,상경계열,,경제학,심리학,,,,,,국제학,사회학,교육학,UD CLC,심리학,경제학,노어노문,영어영문,,신문방송학,사회학,사회학,정치외교학,영어영문,,,영어영문/신문방송학,행정학,영어영문,,,,,아동가족학,,영어영문,,경영학,행정학,,,,,
,,,,,행정학,영어영문,정치외교학,주거환경학,,,,,,,불어불문,신소재공학,교육학,상경대학,심리학,,,,,,심리학,경제학,,,,전기전자공학,,,신문방송학,,,UIC IS,,,,,,,행정학,,,도시공학,,중어중문,,UIC IS,,상경계열,,,,,,,,UIC ASD,,,,,,,,,,응용통계학,의류환경학,,경영학,,사회학,영어영문,언론홍보영상학/철학,,,,아동가족학,,,의공학,경영학,의류환경학,,,,의류환경학,정치외교학,전기전자공학,,,,,,,,,시스템생물학,생명공학,수학,정치외교학,,,,,문헌정보학,,경영학,,정치외교학,생명공학,,의용공학,,,,,유럽어문,,전기전자공학,,,,,,,,,,,,산업공학,영어영문,영어영문,,상경계열경영학/응용통계,,경제학,언론홍보영상학,,,,,,글로벌행정,사회학,교육학,UD CLC,심리학,경제학,UIC ASD,응용통계학,,신문방송학,시스템생물학,사회학,정치외교학,영어영문,,,영어영문,행정학,인문,,,,,영어영문,,영어영문/경제학,,경영학,행정학,,,,,
,,,,,,외교통상학,주거환경,주거환경학,,,,,,,사학,신소재공학,교육학,신소재공학,아동가족,,,,,,심리학,경제학,,,,정치외교학,,,신문방송학,,,UIC ASD,,,,,,,행정학,,,UIC ASD,,산업공학,,UIC ,,언더우드국제학,,,,,,,,언더우드국제학,,,,,,,,,,응용통계학,주거환경,,경영학,,사회학,의류환경학,영어영문/사회학,,,,아동가족학,,문헌정보학,의류환경학,경영학,,,,,정치외교학,정치외교학,정치외교학,,,,,,,,,신문방송학,생활디자인,식품영양학,주거환경학,,,,,사회학,,경제,,,신소재공학,,인문,,,,,의류환경학,,정치외교학,,,,,,,,,,,,화공생명공학,영어영문,영어영문,,생명공학/응용통계학,,경제학,영어영문,,,,,,기계공학,사회학,교육학,사학,아동가족/정치외교학,경제학,문화디자인경영학,전기전자공학,,신문방송학,신문방송학,상경계열,행정학,영어영문,,,영어영문,화학,정치외교학,,,,,영어영문,,인문,,경영학,행정학,,,,,
,,,,,,유럽어문,철학,"철학,신문방송학",,,,,,,사학/신문방송학,신소재공학,교육학,심리학,아동가족학,,,,,,UIC ,경제학,,,,정치외교학,,,신문방송학,,,언더우드국제대정치외교학,,,,,,,행정학,,,UIC ASD,,산업공학,,UIC 경제학,,영어영문,,,,,,,,언더우드국제학,,,,,,,,,,응용통계학,테크노아트학,,경영학,,사회학,전기전자공학,영어영문및문화비평학,,,,아동가족학,,신문방송학,재료공학,경영학,,,,,정치외교학,주거환경학,주거환경학,,,,,,,,,심리학,세라믹공학,신문방송학,화학,,,,,사회학/신학,,경제학,,,신학/영어영문,,전기전자공학,,,,,의예,,정치외교학,,,,,,,,,,,,,영어영문,영어영문,,스포츠레저학,,경제학,영어영문,,,,,,나노학공학,산업디자인학,교육학/경제학,사학/언론홍보영상학,영어영문,경제학,문화인류학,전기전자공학,,실내건축학,신문방송학,상경계열,행정학,응용통계,,,영어영문,,주거환경학,,,,,영어영문,,전기전자공학,,경영학,화공생명공학,,,,,
,,,,,,응용통계학,화학,산업공학,,,,,,,사학,신소재공학,국어국문,행정학,UD CLC,,,,,,UIC ,경제학,,,,창의기술학,,,신소재공학,,,UIC ,,,,,,,,,,UIC ASD,,토목환경,,UD CLC,,응용통계학,,,,,,,,언더우드국제학,,,,,,,,,,정치외교학,,,경영학,,사회환경시스템공학,철학/사회학,영어영문/신문방송학,,,,영어영문,,언론홍보영상학,전기전자공학,경제학,,,,,중어중문,천문우주학,천문우주학,,,,,,,,,UIC ASD,스포츠레저학,신소재공학,,,,,,상경계열,,경제학,,,심리학,,전기전자공학,,,,,인문,,정치외교학/경제학,,,,,,,,,,,,,유럽어문,영어영문,,스포츠레저학,,경제학,영어영문,,,,,,노어노문,생명공학,국어국문/신문방송학,사회복지학,응용통계학,경제학,문화인류학,전기전자공학,,"심리,경영학",신문방송학,상경대학경제학,,이과대학의예,,,영어영문,,주건환경학,,,,,영어영문,,전기전자공학,,경영학,,,,,,
,,,,,,의공학,,산업공학,,,,,,,사회학,신소재공학,국어국문,행정학/경제학,UIC ,,,,,,언론홍보영상/사회학,경제학,,,,행정학,,,실내건축학,,,UIC ,,,,,,,,,,문화인류학,,행정학,,언론홍보영상학,,의류환경학,,,,,,,,UIC ,,,,,,,,,,,,,경영학,,상경계열,행정학,영어영문,,,,영어영문,,철학/노어노문,전기전자공학,경제학,,,,,행정학,철학,철학,,,,,,,,,UIC ASD,신문방송,심리학,,,,,,수학/경제학,,경제학,,,아동가족,,전기전자공학,,,,,인문,,주거환경,,,,,,,,,,,,,유럽어문,영어영문,,스포츠레저학,,경제학,응용통계학,,,,,,독어독문,생명공학,국어국문/신문방송학,사회복지학,응용통계학,경제학,물리학,전기전자공학,,심리학,심리학,생명공학,,인지학협동정,,,응용통계학,,중어중문,,,,,영어영문,,정보산업공학,,경영학,,,,,,
,,,,,,의류환경학,,화학공학,,,,,,,사회학,신학,국어국문,,UD Economics,,,,,,언론홍보영상학/사회학,경제학,,,,행정학,,,실내건축학,,,UIC PSIR,,,,,,,,,,사학,,화학공학,,연세언더우드국제학,,의류환경학,,,,,,,,UIC ,,,,,,,,,,,,,경영학,,상경계열,행정학,영어영문,,,,영어영문,,,정보산업공학,경제학,,,,,행정학,토목환경공학,행정,,,,,,,,,UIC ,신문방송학,아동가족/신문방송,,,,,,스포츠레저학,,경제학,,,아동가족학,,정보산업공학,,,,,정치외교학,,주거환경,,,,,,,,,,,,,응용통계/경제,"영어영문,경제학",,식품영양학,,경제학,응용통계학,,,,,,UIC ASD,생명학,도시공학/경제학,사회학/심리학,의공학,경제학,물리학,전기전자공학,,영문/경영학,심리학,생화학,,정치외교학,,,인문,,중어중문,,,,,의공학,,정치외교학/경제학,,경영학,,,,,,
,,,,,,이과대학생물학,,,,,,,,,생화학,심리학,국제통상,,영문/불문,,,,,,영어영문,경제학,,,,행정학,,,실내건축학,,,언더우드대학정치외교학,,,,,,,,,,사회학,,화학,,영어영문,,의류환경학,,,,,,,,UIC ,,,,,,,,,,,,,경영학,,상경계열,,영어영문,,,,영어영문,,,정보산업공학,경제학,,,,,,행정학,행정/경영학,,,,,,,,,UIC ,신학&amp;경제학,언론홍보영상학,,,,,,스포츠레저학,,교육학,,,"영문,경영학",,정보산업공학,,,,,정치외교학,,중어중문,,,,,,,,,,,,,응용통계학,응용통계학/경제학,,신문방송학,,경제학,의류환경학,,,,,,UIC ASD,생활디자인학,도시공학,사회학/정치외교학,의공학,경제학/수학,불어불문,전기전자공학,,영어영문,아동가족학,생활디자인학,,정치외교학,,,전기전자공학,,산업공학,,,,,의류환경,,체육교육학,,경영학,,,,,,
,,,,,,자연과학,,,,,,,,,수학,심리학,국제학,,영어영문,,,,,,영어영문,경제학,,,,,,,언더우드국제학,,,영어영문,,,,,,,,,,사회학,,,,영어영문,,,,,,,,,,UIC ,,,,,,,,,,,,,경영학,,생활디자인,,영어영문,,,,영어영문,,,정보통계학,경제학,,,,,,화학공학,행정학,,,,,,,,,UIC ,신학/신문방송학,언론홍보영상학/스포츠레저학,,,,,,신문방송,,국제경영학,,,영어영문&amp;경영학,,정보산업공학,,,,,주거환경,,행정학,,,,,,,,,,,,,전기전자,의류환경/신문방송,,신문방송학,,경제학,의류환경학,,,,,,UIC ASD,수학,도시공학,사회학,의공학,경제학/컴퓨터과학,사학,전기전자공학,,영어영문,UIC ASD,식품영양,,정치외교학,,,정치외교학,,행정학,,,,,의류환경학,,산업공학,,경영학/경제,,,,,,
